site_name,carcass_id,no_scavenge,partial_scavenge,mass_kg,kg_consumed,proportion_consumed,deployment_date_time,deployment_type_AM_PM,first_scavenger_date_time,full_scavenge_date_time,hours_to_first_scavenging_event,hours_to_full_scavenge,percent_developed_1km
Three Mile,185,FALSE,FALSE,0.12873,0.12873,1,2023-05-09T07:14:24Z,day,2023-05-09T09:09:26Z,2023-05-09T09:09:26Z,1.9172222222222222,1.9172222222222222,0.0704697986577181
Younger,186,FALSE,FALSE,0.12434,0.12434,1,2023-05-08T18:01:14Z,night,2023-05-08T23:34:32Z,2023-05-08T23:40:32Z,5.555,5.655,0.34704830053667257
Sand Plant,187,FALSE,FALSE,0.13231,0.13231,1,2023-05-09T07:51:06Z,day,2023-05-09T08:26:58Z,2023-05-09T08:26:58Z,0.5977777777777777,0.5977777777777777,0.0955955955955956
Three Mile,188,FALSE,FALSE,0.11902,0.11902,1,2023-05-08T18:29:52Z,night,2023-05-08T18:42:24Z,2023-05-08T18:46:38Z,0.2088888888888889,0.27944444444444444,0.0704697986577181
New Brighton,189,FALSE,FALSE,0.09784,0.09784,1,2023-05-09T19:55:06Z,night,2023-05-09T21:54:18Z,2023-05-09T22:04:50Z,1.9866666666666666,2.1622222222222223,0.7828096118299446
Sand Plant,190,TRUE,FALSE,0.1512,0,0,2023-05-08T19:05:06Z,night,NA,NA,NA,NA,0.0955955955955956
Seacliff,191,FALSE,FALSE,0.1083,0.1083,1,2023-05-08T18:48:44Z,night,2023-05-08T19:05:42Z,2023-05-08T23:58:14Z,0.2827777777777778,5.158333333333333,0.965390665967488
New Brighton,194,FALSE,FALSE,0.10095,0.10095,1,2023-05-09T07:30:42Z,day,2023-05-09T08:16:40Z,2023-05-09T08:16:40Z,0.7661111111111111,0.7661111111111111,0.7828096118299446
Seacliff,195,FALSE,FALSE,0.16209,0.16209,1,2023-05-09T08:22:46Z,day,2023-05-09T11:58:48Z,2023-05-09T14:32:10Z,3.6005555555555557,6.156666666666666,0.965390665967488
Younger,196,TRUE,FALSE,0.11562,0,0,2023-05-09T17:51:16Z,night,NA,NA,NA,NA,0.34704830053667257
Three Mile,197,FALSE,FALSE,0.11028,0.11028,1,2023-05-09T18:15:50Z,night,2023-05-09T18:21:22Z,2023-05-09T18:21:22Z,0.09222222222222222,0.09222222222222222,0.0704697986577181
Sand Plant,198,FALSE,FALSE,0.1135,0.1135,1,2023-05-09T18:47:04Z,night,2023-05-09T18:49:02Z,2023-05-09T18:49:02Z,0.03277777777777778,0.03277777777777778,0.0955955955955956
Three Mile,199,FALSE,FALSE,0.12562,0.12562,1,2023-05-10T07:24:12Z,day,2023-05-10T08:00:38Z,2023-05-10T10:07:06Z,0.6072222222222222,2.715,0.0704697986577181
Sand Plant,200,FALSE,FALSE,0.16141,0.16141,1,2023-05-10T07:58:20Z,day,2023-05-10T08:04:50Z,2023-05-10T08:06:06Z,0.10833333333333334,0.12944444444444445,0.0955955955955956
Seacliff,201,TRUE,FALSE,0.13924,0,0,2023-05-10T08:22:06Z,day,NA,NA,NA,NA,0.965390665967488
Younger,202,FALSE,FALSE,0.11652,0.11652,1,2023-05-10T07:20:14Z,day,2023-05-10T16:36:10Z,2023-05-10T16:36:10Z,9.265555555555556,9.265555555555556,0.34704830053667257
New Brighton,203,TRUE,FALSE,0.1226,0,0,2023-05-10T09:09:38Z,day,NA,NA,NA,NA,0.7828096118299446
